r1b1kb1r/pp1ppppp/n1p5/6N1/6n1/qP2PQP1/P1PP1P1P/RN2KB1R w KQkq - 0 8	f3f7
rnb1kbnr/2q1p1pp/8/p1pp1pP1/P3PP2/1pN2N1P/1PPP4/R1BQKB1R w KQkq - 0 9	f1b5
rnb2b1r/pp2pkpp/1q3n2/3pPp2/P2p1PP1/3Q4/1PPB3P/RN2KBNR w KQ - 2 10	e5f6
rnb1kbnr/ppqppppp/8/2p5/P5Q1/4P3/1PPP1PPP/RNB1KBNR b KQkq - 2 3	g8f6
1rb1kbnr/1p1ppppp/p6B/q1p5/5P2/P1nP4/1PPNPNPP/R1Q1KB1R w KQk - 3 11	h6g5
1rbqkbnr/p1pp1p1p/1pn3p1/4p3/1PP5/P3PP2/3PK1PP/RNBQ1BNR b k - 0 6	f8g7
rnbqkb1r/pp1p2pp/4pp1B/8/6P1/1PPp4/P3PP1P/RN1QKBNR b KQkq - 0 7	g7h6
r1bqkb1r/1ppn1npp/p2pp3/P4p2/1P2P2P/2N3P1/R1PP1P2/2BQKBNR b Kk - 0 10	d7f6
r2qkbnr/2p2ppp/2n1p3/pp1p4/1PPP4/PQ5P/4PP1P/RNB1KBNR w KQkq - 0 7	c4b5
r1b1kbnr/pp1ppp1p/1q4p1/2p5/1n1P4/NP4PN/PBP1PP1P/R2QKB1R b KQkq - 0 6	f8g7
rnbqkb1r/p1pppp1p/5n2/1p6/1P4p1/1QP5/P2PPPPP/RNB1KBNR w KQkq - 0 5	a2a4
r1bqk1nr/p1pp1pp1/4p2p/1p5P/1n2P2R/bP6/P1PPNPP1/RNBQKB2 w Qkq - 0 7	c1a3
rnbqkbnr/2pppp2/pp4pp/8/P4P1P/2N5/1PPPP1P1/R1BQKBNR w KQkq - 0 5	h4h5
1nbqkbnr/1p1ppp1p/r7/2p3p1/p1PP1PNP/6PR/PP2P3/RNBQKB2 b Qk - 0 9	d7d6
rnbqkb1r/1p1ppppp/p4n2/2p5/2P5/N6N/PP1PPPPP/R1BQKB1R b KQkq - 0 4	e7e5
1nbq1bnr/rpk3pp/p1pppp2/8/7P/2PPNP2/PP2P1P1/RNBQKBR1 b Q - 3 9	d6d5
rnb1k1nr/p2pbp1p/1p2p1p1/qNp1P3/5P2/1P1B4/P1PPQ1PP/R1B2KNR b kq - 0 10	g8h6
rnb1kb1r/1p2qnpp/3ppp2/p7/8/1P1pP1KP/P1PP1PP1/RN1Q1BNR w kq - 6 11	c2d3
rnb1kb2/p2pqppr/1p5p/2p1p3/2P1n2P/2N1PK1N/PP1P1PPR/R1BQ1B2 w q - 8 9	c3e4
rn1qkbnr/ppp1pp1p/8/3pP1p1/8/1PN4b/P1PP1PPP/R1BQKBNR b KQkq - 0 4	h3f5
rnbqkbnr/ppp1pp1p/6p1/3p4/5P2/1P4P1/P1PPP2P/RNBQKBNR b KQkq - 0 3	f8g7
rn1qkbnr/p6p/5pp1/1ppppb2/4N3/P3P1Q1/1PPP1PPP/1RB1KBNR b Kkq - 1 10	f5e4
rnbqkbnr/pp1ppp1p/6p1/2p5/8/N1P2N2/PP1PPPPP/R1BQKB1R b KQkq - 1 3	d7d5
rnb2knr/1pp1q2p/4pp2/p2p2p1/1b2P1P1/2N2P1P/PPPP3Q/R1B1KBNR w KQ - 0 9	d2d4
rnbqkbn1/1pp1p1pr/p2p1p2/8/2QP3p/2P5/PP1BPPPP/RN2KBNR w KQq - 2 7	c4g8
rnb1k1nr/ppp2p1p/6pb/3pp3/5P2/P5N1/1PPPP2P/R1BQKBNR b KQkq - 0 7	e5f4
r1bq1bnr/ppppk1p1/5p1p/4p3/1PP1PP2/1P1P2P1/1Q1B3P/RN2KBNR b KQ - 0 10	e5f4
r1bqkbnr/1ppppp1p/p1n3p1/8/P4P1P/1PP5/3PP1P1/RNBQKBNR b KQkq - 0 6	g8f6
rnbqkbn1/pp3ppr/2ppp2p/2N5/3P4/8/PPPQPPPP/RNB1KB1R b KQq - 3 6	d6c5
rnbqnb1r/pp2p1k1/1N6/2p3pp/6Q1/4P2P/PPPP1PPR/RNB1K3 b Q - 1 10	h5g4
rnbqk3/1ppp3r/p5pn/2Q1pp1p/8/3P3N/PPP1PPPP/RNB1KBR1 w Qq - 3 9	c5e5
1nb1k1nr/rp1p1pb1/p3B1pp/P1p5/4P1Qq/RP4P1/2PP1P1P/1NB1K1NR b Kk - 0 9	h4e7
rnq1kbnr/1p2ppp1/p1p4p/3p4/P4Nb1/1P2PP2/2PP2PP/RNBQKBR1 w Qkq - 0 8	f3g4
r1bq1bnr/3ppk2/pp1Q2p1/2p2p1p/P7/4PB2/1PPP1PPP/RNB1K1NR w KQ - 0 9	d6d5
rnb1kbnr/p2ppppp/8/1pp5/3PPB2/PPN5/2PN1PPq/RQ2KB1R w KQkq - 0 10	f4h2
r1bqkb1r/p1p1p1p1/n6p/1p1p1p1n/4P2P/NP6/P1PP1PPR/R1BQKBN1 b Qkq - 0 8	d8d6
r1b1kb1r/pp1npppp/q6n/2pp4/5PP1/P3P3/1PPP2KP/RNBQ1BNR w kq - 5 7	f1a6
1nb1kbnr/rpp1qpp1/p3p2p/3p4/1PP1BPP1/3P4/P3P2P/RNBQK1NR b KQk - 3 9	d5e4
rnbqkb1r/1p1p1p1p/7n/p1p1p1p1/2PN4/1Q1P1P2/PP2P2P/R1B1KBNR b KQkq - 1 8	c5d4
r1bqkbnr/pppp1pp1/2n5/4p2p/P2P4/1P4PP/1BP1PP1R/RN1QKBN1 b Qkq - 0 8	c6d4
rnbqk1nr/1ppp1p1p/6p1/p2Pp3/P1P2P2/bP6/4P1PP/RN1QKBNR w KQkq - 1 9	b1a3
rnbqkb1r/pp1pppp1/2p4p/7n/P4P2/N7/RPPPP1PP/2BQKBNR w Kkq - 0 5	e2e3
rnbq1b1r/p1pppkp1/1p5p/5p1n/2P2N1P/N7/PP1PPPP1/R1BQKB1R w KQ - 1 8	f4h5
rnbqk1nr/ppppb1p1/5p1p/4P3/2P3P1/8/PP1BPP1P/RN1QKBNR w KQkq - 1 9	d1c2
rnbqkbnr/p1pp1ppp/8/1p2p3/2P5/1Q4PP/PP1PPP2/RNB1KBNR w KQkq - 3 5	c4b5
rnbqkbnr/p1p1pp1p/1p1p4/6p1/4P3/2P2Q2/PP1P1PPP/RNB1KBNR w KQkq - 0 4	d2d4
rnb1kb1r/pp1p1ppp/B3p3/3n4/3p4/Pq2PPKP/1PP3P1/RNBQ2NR w kq - 10 11	c2b3
rnb1kbnr/pp3p1p/q7/2ppp3/7p/1P1P1P1N/2P1P1P1/RNBQ1BKR w kq - 2 10	a1a6
rnbqk1nr/p1pp1p2/7p/1pb1p1p1/PPPP1P1P/6P1/4P3/RNBQKBNR b KQkq - 0 8	c5d4
r1bqk1nr/ppp1p1bp/B4p2/3p2p1/NP6/B3PP2/P1PP2PP/R2QK1NR b KQkq - 1 7	b7a6
rnbqkbnr/p1pp4/1p5p/4ppp1/1P6/N1P1P3/P2P1PPP/R1BQKBNR b KQkq - 0 6	g8f6
rn1qkbnr/1pp1pppp/3p4/pN6/6b1/1P6/P1PPPPPP/R1BQKBNR w KQkq - 2 4	c2c4
rnbq1bnr/3p1pkp/pp2p3/2p3p1/8/P1PP1P2/1PNQP1PP/RNB1KB1R w KQ - 2 9	d2g5
r1bqkb1r/2ppn2p/1B4p1/p3pp1n/P1P5/R2P1PP1/1P2P2P/1N1QKBNR w Kkq - 3 10	b6f2
1nbqkb1r/2p1pp1p/r2p2p1/pp4P1/1P4n1/4PN1P/P1PP1P2/RNBQKB1R b KQk - 0 8	g4e5
rnbk1b1r/pppp1npp/8/4ppq1/1P4P1/2PPPN2/P3KP1P/RNBQ1B1R b - - 2 7	g5g4
r1bqkbnr/ppppp1pp/2n5/5p2/PP6/2P5/3PPPPP/RNBQKBNR w KQkq - 0 4	g1f3
rn1qkbnr/1p1bp1pp/2pp4/3N1p2/p5P1/1P5N/P1PPPP1P/R1BQKB1R b KQkq - 1 9	c6d5
rnb1kbnr/pp1q2p1/3pp2p/2p2p2/P1P2P2/N7/1P1PP1PP/R1BQKBNR b KQkq - 1 8	g7g5
r1b1kb1r/ppp3pp/n2qp2n/3p1p2/PP5P/R1P5/1B1PPPP1/1NQ1KBNR b Kkq - 0 8	c7c5
rnbqkb1r/p2ppp1p/1pp5/3n2p1/3P2P1/1PN4P/P1PBPP2/R2QKBNR w KQkq - 1 8	c3d5
1rbq1bnr/p1p1k1pp/B1nppp2/8/1p1P4/4P2N/PPP2PPP/RNBQ1KR1 w - - 1 9	a6c8
rnb1kb1r/pp3ppp/2pp1q1n/4p1N1/1P1P3P/N2R4/P1PKPPP1/1RBQ1B2 w - - 12 11	d4e5
rnb1k1nr/1p1p1pp1/2p1p3/p1b4p/1q2NP2/6P1/PPPPPN1P/R1BQKB1R b Qkq - 2 8	c5a7
rnb1qbnr/1p1pkp2/2p3pp/p3PQ2/2P3P1/1P6/P2NPP1P/R1B1KBNR w KQ - 0 9	f5c2
rnb1kbnr/pp2p1p1/3p4/q1p2p1p/P4P2/2P5/NP1PP1PP/R1BQKBNR w KQkq - 0 6	b2b4
rnbqk1nr/2pp1pp1/8/p3p1bp/Pp2P1Q1/2N3NP/RPPP1PP1/2B1KB1R w Kkq - 2 9	g4f3
rnbqkbnr/pp1pp1pp/8/2p1Pp2/8/7P/PPPP1PP1/RNBQKBNR b KQkq - 0 3	b8c6
rnbq1bnr/ppppp2p/5kp1/5p2/2P5/P2P1PP1/1P2P2P/RNBQKBNR w K - 1 11	e2e4
rnbqkb1r/Qpppnppp/8/4p3/8/2P4P/PP1PPPP1/RNB1KBNR b KQkq - 0 4	a8a7
rnbqkb1r/pp2pp1p/7n/2pp2p1/8/P3PNP1/1PPPBP1P/RNBQK2R b KQkq - 1 5	h6f5
rnbk1bnr/p2pppp1/1pp4p/q3P1B1/3P4/1PN5/P1P2PPP/1R1QKBNR b K - 0 8	a5c3
1rbqkbnr/pp1ppppp/2n5/2p5/8/6P1/PPPPPP1P/RNBQKBNR w KQk - 1 4	c2c4
rnbqkb1r/3ppppp/p1p2n1B/1p6/8/1P1P4/P1P1PPPP/RN1QKBNR b KQkq - 0 5	g7h6
rnbqkbnr/1ppp1p1p/8/p3p1p1/6P1/3P4/PPP1PP1P/RNBQKBNR w KQkq - 0 5	h2h4
rnbqkbnr/4pppp/p7/1ppp4/6P1/N3PN2/PPPP1PRP/1RBQKB2 w kq - 1 9	c2c3
r1bqkbn1/2p1pp1r/p2p3p/n5p1/p3P1P1/2Q5/1PPP1P1P/RNBK1BNR w q - 2 10	c3a5
r1bqkbn1/1ppp2pr/p1np1p1p/8/2PB1P2/1P6/P2PP1PP/R1Q1KBNR b KQq - 0 9	c6d4
rnb1kb1r/pp2pppp/2p4n/3q4/2PpP1Q1/7P/PP1P1PPR/RNB1KBN1 w Qkq - 3 6	g4c8
rnb1k2r/p1ppb1pp/1p3p1n/4pq2/4P3/1PN5/PBPPKPPP/1R1Q1BNR b kq - 1 8	f5g6
r2qkb1r/2p1pppp/2np3n/pp6/2P3bP/NQ3P2/PP1PP1P1/R1B1KBNR w KQkq - 2 8	f3g4
1nbqkbnr/rp1pppp1/p1p5/6Np/3P1PP1/8/PPP1P2P/RNBQKB1R b KQk - 1 5	h5g4
rnbqkbnr/pp1pppp1/7p/2p5/8/2PPB3/PP2PPPP/RN1QKBNR b KQkq - 1 3	e7e6
rnb1k1nr/p2pp1bp/8/qpp2pp1/P2P1P2/N1P5/1P1BPKPP/R2Q1BNR w kq - 2 9	f4g5
r1bq1bnr/pppppk1p/n4pp1/8/8/P2P4/NPP1PPPP/R1BQKBNR w KQ - 2 5	e2e4
1nb1k1nr/rpppqpp1/p7/4p2p/2B2b2/2P1PP2/PP1PQ1PP/RNB1K1NR b KQk - 3 10	f4h6
rn1qkb1r/p1pppppp/b4n2/1p6/2N3P1/1P5B/P1PPPP1P/R1BQK1NR b KQkq - 4 5	b5c4
r1bqk1r1/pp1n1p2/N2ppn1p/6p1/1P1P4/5P1N/PbP1P1PP/R1BQKB1R w KQq - 2 11	c1b2
r1bqkbnr/pp1ppp1p/n1p3p1/1B5Q/8/1P2P3/P1PP1PPP/RNB1K1NR b KQkq - 1 4	g6h5
1nb1kbn1/rppp1ppr/p3pq1p/8/4P1Q1/N2P2PN/PPP2P1P/R1B1KB1R w KQ - 2 7	a3c4
r1bqkbnr/2ppp1p1/pp3p1B/7p/1n5P/2PP1N2/PP2PPP1/RN1QKB1R b Qkq - 0 7	b4d3
r1bqkbnr/pp1p1pp1/n6p/4p3/2p3PP/1P6/PBPPPP2/RN1QKBNR w KQkq - 0 7	b2e5
rnb1kbr1/pp1ppppp/1q5n/2p4P/2P3P1/1Q2P3/PP1P1P2/RNB1KBNR b KQq - 0 6	b6b3
rn1qkbnr/p1p1p1pp/1pbp4/5p2/4P3/P5P1/1PPPBP1P/RNBQK1NR w KQkq - 1 6	d2d4
rn1qkbnr/ppp1p1pp/3pb3/5p2/5P2/4P3/PPPPQKPP/RNB2BNR b kq - 3 4	e6d7
rnb1kb1r/pp3ppp/4pq1n/3p4/P1Pp4/N7/1P1BPPPP/R2QKBNR b KQkq - 3 7	f8c5
r1bqkbnr/pppppppp/8/2n5/4P3/1PP5/P2P1PPP/RNBQKBNR b KQkq - 0 3	c5e4
r1bqkbnr/1pppp2p/p4p2/5Np1/1P1n1P2/N1P5/P2PP1PP/R1BQKB1R b KQkq - 0 7	d4f5
rnb1k1nr/1p1p3p/4qppb/pPp1p3/2B5/4P1PP/P1PPKP2/RNBQ2NR b kq - 0 10	e6c4
1nbqkbnr/1p1ppppQ/r7/1N6/pP1p1P2/4P2N/P1P3PP/R1B1KB1R b KQk - 0 10	h8h7
r2qkbnr/ppp1pp1p/8/3pNbp1/8/1P6/P1PPPPPP/R1BQKBNR w KQkq - 1 7	e2e3
rnb1k1nr/pp1p2pp/3bp3/1Bp2P2/3q4/1P4P1/P1PB1P1P/RN1QK1NR b KQkq - 0 7	d4e4
rnbqkb1r/p1pp1ppp/1p2p2n/8/1P1P4/4PN2/P1P2PPP/RNBQKB1R b KQkq - 0 4	f8b4
1nbqkbnr/rppppp1p/p5p1/8/1PP5/P7/3PPPPP/RNBQKBNR w KQk - 1 4	c1b2
rnb1kbnr/pp1pq1p1/4p2p/1B3p2/Pp2PP2/R7/2PP2PP/1NBQK1NR b Kkq - 1 9	b4a3
rnb1k1nr/1p3ppp/2p1pq2/p7/1b1pPPP1/P1PK4/RP1P3P/1NBQ1BNR b kq - 1 8	b4e7
r1bqk1nr/p1pp2p1/np2pp1p/2b5/3P1P2/4PN2/PPP3PP/RNBQ1RK1 w kq - 2 7	d4c5
r1bqkb1r/pppnpppp/7n/3P4/8/N1P4P/PP1P1PP1/R1BQKBNR w KQkq - 1 6	g1f3
r1b1kb1r/p1pp1p1p/1p2Bqpn/1P2p3/1n2P3/2N2PP1/P1PPN2P/R1BQK2R b KQkq - 0 9	d7e6
rnbqkbnr/1p1ppp1p/p7/2P3p1/4P3/5P2/P1PP2PP/RNBQKBNR b KQkq - 0 4	d7d6
2bqkbnr/r1pppp2/2n3p1/pp1P4/P6p/1QP2P1N/1P2P1PP/RNB1KB1R w KQk - 0 8	d5c6
rnb1k1nr/ppp3pp/3ppp2/2b3q1/1P4P1/2P1P3/P2P1P1P/RNBQKBNR w KQkq - 0 7	b4c5
r1bqkb1r/1p1ppppp/n1p2n2/8/1p1P1QP1/B6N/P1P1PP1P/RN2KB1R w KQkq - 0 8	a3b2
rnb3nr/ppppk2p/4p1p1/5p1q/1bP5/1Q2PPN1/PB1P2PP/RN2KB1R b KQ - 5 10	h5h4
rnb1kb1r/1p2ppp1/1q3n2/p1pp3P/5P2/PP2P2N/R1PP2BP/1NBQK1R1 b kq - 0 10	c8g4
rnb1kbnr/1ppqpppp/8/p2p4/4P1P1/5Q2/PPPP1P1P/RNB1KBNR w KQkq - 2 4	e4d5
rnbq1bnr/pppkpppp/8/3p4/3P4/P1P5/1P2PPPP/RNBQKBNR b KQ - 0 3	d7e8
r1bqkbn1/pp3p2/n1pp3r/5p1p/P2P4/5N2/RPP1P1PP/1NBQKB1R b Kq - 2 9	h6h8
1n1qkbnr/1ppbpppp/2rp4/p7/PPPP4/R4N2/3NPPPP/2BQKBR1 b - - 0 8	a5b4
1r1qkbnr/ppp1pppp/3p4/3n4/P5bP/1P4PN/2PPPP1R/RNBQKB2 b Qk - 0 7	e7e6
rnbq1knr/pp1pb2p/2N2p2/6p1/2NP4/2P5/PP2PPPP/R1BQKB1R b KQ - 0 10	b7c6
rnbqkbnr/pp1p1ppp/2p5/4p3/P7/7P/RPPPPPP1/1NBQKBNR b Kkq - 1 3	d7d5
r1bqkb1r/pppppppp/1nn5/8/QPP5/7N/P2PPPPP/RNB1KB1R w KQkq - 1 5	a4b3
1nb1kbnr/r2pppp1/pp6/2p1q1Np/P2P3P/5P2/1PPKP1P1/RNBQ1B1R b k - 1 10	c5d4
r1b1k2r/p1qp2pp/np1bp2n/4PpN1/2p2P1P/PP3K2/2PP2P1/RNBQ1B1R b kq - 2 10	d6e5
r1bqkb1r/p1p1pppp/1pn2n2/3p4/8/NPP5/P1QPPPPP/1RB1KBNR b Kkq - 1 5	e7e5
r1bqkbnr/ppp1p1p1/2n2p1p/3p4/PP2P3/2N4N/2PP1PPP/R1BQKB1R b KQkq - 0 5	h6h5
1n1qkbnr/1bp1pppp/rp6/p2p4/PP3BP1/5P2/2PPP1BP/RNQ1K1NR b KQk - 2 9	a5b4
rnbq1bn1/pppppkpr/5p1p/1N6/8/5P2/PPPPPKPP/R1B1QBNR b - - 5 5	d7d5
1r2kbnr/ppp1ppp1/n2q4/5b1p/2p5/1P2PN1P/P2P1PP1/RNBQKB1R w Qk - 0 8	b1c3
rnbqkbnr/2ppp1p1/5p2/pp6/P3PP2/1PN4p/2PPK1PP/R1BQ1BNR b kq - 0 7	b5b4
rnbqkbnr/pppp2pp/5p2/4p3/P7/4P3/1PPPNPPP/RNBQKB1R w KQkq - 0 4	d2d4
rnbqkbnr/p1ppppp1/7p/1p6/7P/2N2N2/PPPPPPP1/R1BQKB1R b KQkq - 1 3	b5b4
rnbqk2r/1pp2ppp/3b1n2/p3N3/2pPP2P/8/PP2KPP1/RNBQ1B1R b kq d3 0 7	c4d3
rnbq1b1r/p2p1k2/5np1/1Np1pp1p/1P4P1/5P2/P1PPP2P/R1BQKBNR b - - 0 9	h5g4
rnbqkbnr/ppppp1p1/7p/3P1p2/PP2P3/8/2P2PPP/RNBQKBNR b KQkq - 0 5	e7e6
r1b1kbn1/pppp1ppr/2n4p/4p3/PP6/1PNP4/R3PPPP/2BQKBNR w Kq - 3 8	b4b5
1rbqkbnr/pp1pppp1/2p4p/4n3/5Q2/3P3P/PPP1PPPN/RNB1KB1R b KQk - 3 6	d7d6
r1bqkbnr/ppp1pppp/n7/3p4/P7/1P4P1/2PPPP1P/RNBQKBNR b KQkq - 0 3	e7e5
1nbqkbnr/1pp1pppp/r7/p2p3P/3P4/P7/1PP1PPP1/RNBQKBNR b KQk - 0 4	a6a8
rnbqk1nr/pppppp1p/7b/6p1/3P4/7P/PPPBPPP1/RN1QKBNR w KQkq - 0 4	g1f3
r4bnr/ppp1pkp1/3qb3/3p1p1p/1nP1P1PP/3P4/P2BKP1R/RN1Q1BN1 w - - 0 11	d2b4
1nbqkbn1/2p1ppp1/r6r/pp1p3p/4P2P/PPP2P2/3PQ1P1/RNB1KBNR b KQ - 0 7	h6b6
r1bqkb1r/1ppnpp1N/3p3n/p5p1/4P2P/6Q1/PPPP1PP1/RNB1KB1R b KQkq - 1 7	g5h4
r1bqkbnr/p2pp2p/1p3p2/1Pp3p1/1n6/2N3PP/P1PPPP2/1RBQKBNR w Kkq - 0 7	f1g2
r1b2bnr/1ppkp1pp/p1n5/3p1p2/P7/q1NPPN2/1PPBQPPP/R3KB1R w KQ - 2 8	b2a3
r1b1kbnr/1ppp1p1p/p7/4p1q1/2BnP2P/P6R/1PPP1PP1/RNB1K1N1 b Qkq - 0 8	g5g2
rnb1kbnr/pppp1ppp/8/4p3/4P2q/2P4P/PP1P1PP1/RNBQKBNR b KQkq - 0 3	h4e4
r1bqkb1r/p1ppp2p/2n4n/Pp3pp1/7P/N4P2/RPPPP1P1/2BQKBNR b Kkq - 3 6	b5b4
1r1qkbnr/1bpppppp/1p6/p7/1nP2PP1/4P2N/PP1P1K1P/RNBQ1B1R b k - 0 7	b7h1
rnb1q1nr/p1pk1pp1/3bp2p/1pPp2B1/P2P1P2/5Q2/1P2P1PP/RN2KBNR b KQ - 4 9	h6g5
rnb1kb1r/p1q2p2/1ppppn1p/6p1/PP2P3/B1NP2PP/R1PQ1P2/4KBNR w Kkq - 1 11	g1e2
rnbqkbnr/p2ppp1p/1p6/2p3p1/3P1P2/8/PPP1PKPP/RNBQ1BNR w kq - 0 4	f4g5
1rbqkbnr/npppp2p/p4pp1/2P5/8/P2P2PP/1P2PP2/RNBQKBNR w KQk - 0 7	d3d4
rnbqkbnr/p1p2ppp/1p1pp3/8/1PP5/P6N/3PPPPP/RNBQKBR1 w Qkq - 0 6	c1b2
rn1qkbn1/p2pp3/b1p3pr/3B1p2/2pN3p/N3P1PP/PPPP1P2/R1B1K2R w KQq - 0 11	d5g8
rnbqk2r/2pp1ppp/pp6/4p1b1/P1P3P1/1R5N/1P1PPP2/1NBQKB1R w Kkq - 0 10	f1g2
r2q1b1r/p3pkpp/n1p2n2/1p1p4/4b1P1/PP5B/2PPPP1P/RNBQK2R w Q - 0 10	h1g1
rn1qkb1r/3ppppp/bp5n/2p1P1N1/p1P5/N7/PP1P1PPP/R1BQKB1R w KQkq - 2 9	d2d4
rnb1kbnr/1p1pqpp1/p1p1p1Np/8/PP5P/2PP4/3NPPP1/R1BQKB1R w KQkq - 0 10	g6e7
rnb1k1nr/1ppp1pp1/p2b3p/4p1q1/1P4P1/N3P3/P1PPQP1P/1RB1KBNR b Kkq - 1 6	g5g6
r1bq1b1r/1pppkp1p/8/p3P3/6n1/2Pn1N2/PP1PP1PP/RNBQKBR1 w Q - 1 10	e2d3
rnb1k2r/ppp2pbp/3p1p1B/3np2P/8/3P4/PPPKPPPR/R3QBN1 b kq - 7 10	g7h6
r1bqkbnr/p2ppppp/np6/2p5/4P3/6Q1/PPPP1PPP/RNB1KBNR b KQkq - 3 4	g7g6
rnbqkbnr/1p2pp1p/p2p2p1/2p5/P5P1/7P/1PPPPPB1/RNBQK1NR b KQkq - 0 5	b8c6
r1bqkbnr/1pppppp1/p1n5/3P4/1P5p/7P/P1PNPPP1/R1BQKBNR b KQkq - 0 5	c6b4
rnbqkbr1/1p2p2p/p1pp1n2/6p1/3NPP2/P2P2p1/1PP3PP/1RBQKB1R b Kq - 0 10	g5f4
rnb1kbnr/pp1pp1pp/1qp5/1Q3p2/4PP2/8/PPPP2PP/RNB1KBNR b KQkq - 3 4	c6b5
r1q1kbnr/pp2pp1N/2p2n1p/5b2/PN1p1P2/4P1P1/1PPP3P/R1BQKB1R w KQkq - 4 11	h7f6
r1bk1bnr/pppnp3/8/3p1ppp/Q1P1q1P1/PP1BP2N/3P1P1P/RNB1K2R w KQ - 1 11	d3e4
rnbqkb1r/pp1pp1pp/8/2p2pN1/1P2n1P1/8/P1PPPP1P/R1BQKBNR w KQkq - 1 7	h2h4
r1bqkbnr/N1npp3/5p2/2p4p/P2P4/3BP3/1PP1KpPP/1RBQ2NR w kq - 1 11	d3g6
1nb1kbnr/rp1p1pp1/1q5p/p1p1p3/P1Q3P1/2P5/1P1PPP1P/RNB1KBNR b KQk - 0 7	g8f6
r1bqkbr1/2pppppp/ppn5/8/3P1Bn1/PPP5/2Q1PPPP/RN2KBNR b KQq - 2 7	g7g5
1rbqkbr1/p2p1p1p/n1p1p3/1p2Bnp1/1P4P1/2N1P2P/P1PPQP2/R3KBNR w K - 0 11	e5b8
r1bqkbnr/1pppp2p/5p2/p5p1/3P1P2/P1P2N2/1P1KP1PP/RNBQ1B1R w kq - 0 10	d2e1
rnbq2nr/pppk1pp1/4p2p/8/Nbp3P1/5P2/PPQPP2P/R1B1KBNR w KQ - 0 7	f1g2
r1bk1bnr/p2pp1p1/np3p1p/1NpP4/P6P/q5PR/2PKPP2/R1BQ1BN1 b - - 2 10	a3a1
rnbq1bnr/pppkpppp/8/3p4/5P1P/7R/PPPPP1P1/RNBQKBN1 b Q - 2 3	d7e8
rnbqkbnr/pppp2p1/4p3/5pp1/1P6/2NPP3/P1PK1PPP/R2Q1BNR w - - 1 7	a2a3
r1bq1bnr/ppppkpp1/8/4p2p/1nP5/1P1Q1N2/P2PPPPP/RNB1KB1R w KQ - 1 6	d3c3
rnb1kbnr/pp2p2p/q1p5/3p1pp1/1P4P1/2N3B1/P1PPPPBP/R2QK1NR b KQkq - 3 7	f5f4
rnbqkb1r/2p1pp1p/5n2/3Q4/p1pP4/P7/1P2PPPP/RNB1KBNR w KQkq - 0 8	d5a8
1nbqkbnr/1r1ppppp/1pp5/1p6/3P4/PPK5/2P1PPPP/R1BQ1BNR b k - 1 7	d7d5
r1bqk1nr/1ppp2pp/p4p2/P1b1P1P1/1n6/4PN2/1PPK1P1P/RNBQ1B1R b kq - 0 9	f6e5
rnbqkb1r/pppppp1p/5n2/6p1/8/1P2P3/P1PPQPPP/RNB1KBNR b KQkq - 1 3	f8g7
rnbq1bnr/p2p1kp1/1p3p1p/1Bp1p3/4P1P1/N4P2/PPPP3P/R1BQK1NR w KQ - 0 8	b5c4
rnbq1b1r/p1ppk1pp/7n/1p3p1P/7N/1P1pP3/P1P1QPP1/RNB1KB1R w KQ - 2 9	e2d3
1rbqk1nr/pp1pbpp1/2n4p/2B1p3/2B4P/1P2P1P1/P1PPNP2/RN1QK2R b KQk - 2 9	e7c5
1nbqkbnr/r1ppp3/1p5p/p4B2/5P2/P7/1PPPP2P/RNBQK1NR w KQk - 1 9	f5g6
rn1qk1nr/1p1b1p1p/4p2b/p1pp2p1/PP1PP2N/N7/1BPQ1PPP/R3KBR1 w Qkq - 0 11	d4c5
r1bqkbnr/pppppp1p/2n3p1/8/1P6/3P1N2/P1P1PPPP/RNBQKB1R b KQkq - 2 3	f8g7
rnbqkbn1/p1pppp1r/6pp/1p1N4/7P/7R/PPPPPPP1/R1BQKBN1 w Qq - 2 5	h4h5
r1bq1bnr/p2kppp1/n1p5/1Q1P3p/8/1P6/PB1PPPPP/RN2KBNR b KQ - 1 8	c6b5
rn1qkbnr/p2ppp1p/b5p1/1pp5/Q7/2P3PB/PP1PPP1P/RNB2KNR b kq - 2 5	b5a4
rn2qb1r/pb1p1p1p/1ppkpQ1n/6p1/3P4/P3P2P/1PPN1PPR/R1B1KBN1 w Q - 1 10	f6h8
r1bq2nr/ppp2k1p/B3pb2/3p1pp1/4P3/PPN3PP/2PP1P2/R1BQ1KNR w - - 0 10	a6e2
r1b1kbnr/p2p2Q1/np2pp2/2P5/q3PB1p/N2P1P2/P1P3PP/R3KBNR b KQkq - 0 10	f8g7
1nbq1bnr/2rkpppp/ppp5/8/2P1PP2/3P3P/PP2N1P1/RNB1KB1R b KQ - 0 9	e7e6
rnb1kbnr/1p3p1p/p3p1p1/2pp2q1/P7/N1PP1N2/1P2PPPP/1RBQKB1R w Kkq - 1 7	c1g5
rn2kb1r/pp2p2p/4bp1n/2pp4/1q2Pp2/P1P4N/1Q1PB1PP/RNB1K2R b KQkq - 1 10	b4b2
rnbqkbn1/1ppppp1r/p5pp/8/8/4PP2/PPPP2PP/RNBQKBNR w KQq - 1 5	d2d4
rnb1kb2/pQ1p1pp1/r2qp2n/1pp4p/PP1P4/4B1PP/2P1PP2/RN2KBNR w KQq - 1 10	b7c8
